Year - Month,Carrier,Departures,Miles,Seats,Passengers,Seat Utilization,Payload (lbs),Freight (lbs),Mail (lbs)
2014-01,Concesionaria Vuela Compania De Aviacion SA de CV (Vola,"1,144","1,671,083","182,286","147,144",81%,"124,443,797",0,0
2014-01,Condor Flugdienst (International),26,"137,112","7,012","5,623",80%,"2,411,068","91,344",0
2014-01,DCA (International),7,"28,479",112,33,29%,"50,387",0,0
2014-01,Delta Air Lines Inc. (Atlantic),"2,850","12,409,514","692,593","538,790",78%,"248,724,680","33,348,554","1,877,862"
2014-01,Delta Air Lines Inc. (Domestic),"56,738","50,902,636","9,029,785","7,166,788",79%,"2,315,736,171","19,532,226","16,138,571"
2013-12,40-Mile Air (Domestic),56,"5,604",224,32,14%,"61,200","5,104","1,438"
2013-12,ABC Aerolineas SA de CV dba Interjet (International),596,"707,287","89,400","66,662",75%,"13,345,733",0,0
2013-12,ABSA-Aerolinhas Brasileiras (International),51,"136,031",0,0,-,"6,395,400","5,995,510",0
2013-12,ABX Air Inc (Atlantic),637,"851,992",0,0,-,"68,099,506","37,104,880",0
2013-12,ABX Air Inc (Domestic),968,"797,847",0,0,-,"93,889,579","44,053,630",0
2013-12,ACM AIR CHARTER GmbH (International),12,"26,484",148,16,11%,"37,840",0,0
2013-12,Aer Lingus Plc (International),339,"1,102,131","103,174","84,511",82%,"34,246,122","3,779,442",0
2013-12,"Aeroenlaces Nacionales, S.A. de C.V. d/b/a VivaAerobus",30,"12,330","4,440","3,698",83%,"888,888",0,0
2013-12,Aeroflot Russian Airlines (International),214,"1,100,454","58,480","47,078",81%,"15,326,960","1,134,372",0
2013-12,Aerolineas Argentinas (International),149,"685,402","40,743","32,218",79%,"12,301,575","2,092,220",0
2013-12,Aerolitoral (International),735,"507,605","62,867","53,351",85%,"17,668,730","21,358",0
2013-12,AeroLogic GmbH (International),59,"248,124",0,0,-,"13,687,410","9,822,014",0
2013-12,Aeromexico (International),"2,272","3,534,717","326,405","263,709",81%,"74,304,066","881,271",0
2013-12,Aerotransportes Mas De Crga (International),94,"133,044",0,0,-,"11,683,540","9,188,800",0
2013-12,Aerounion Aerotransporte de Carga Union SA de CV (Inter,108,"156,076",0,0,-,"10,454,400","7,465,341",0
2013-12,Aerovias de Intergracian Regional (International),62,"93,372","14,756","12,420",84%,"6,138,000","1,578,698",0
2013-12,Aerovias Nacl De Colombia (International),863,"1,455,710","134,874","120,742",90%,"44,826,542","2,077,597",0
2013-12,Air Alsie A/S (International),2,"4,772",10,1,10%,"1,166",0,0
2013-12,Air Atlanta Icelandic (International),2,"9,959",0,0,-,"488,308","236,940",0
2013-12,Air Berlin PLC and CO (International),266,"1,173,578","78,434","63,830",81%,"27,071,667","5,332,822",0
2013-12,AirBridgeCargo Airlines Limited (International),29,"130,663",0,0,-,"7,906,527","5,267,920",0
2013-12,Air Canada (International),"4,029","5,527,700","524,582","421,597",80%,"142,884,539","1,589,608",0
2013-12,Air China (International),408,"2,360,818","97,680","82,153",84%,"47,349,402","25,837,200",0
2013-12,Air Europa (International),44,"144,667","13,156","9,172",70%,"6,268,487","607,092",0
2013-12,Air Excursions LLC (Domestic),53,"4,289",403,102,25%,"135,540","7,268","11,879"
2013-12,Air Georgian (International),661,"157,949","11,898","6,018",51%,"2,375,773",0,0
2013-12,Air Japan Co (International),62,"236,778","13,268","10,545",79%,"4,185,570","679,041",0
2013-12,Air New Zealand (International),302,"1,822,388","95,646","85,288",89%,"41,707,384","6,465,039",0
2013-12,Air Pacific Ltd. (International),84,"383,080","19,556","16,424",84%,"6,217,352","597,244",0
2013-12,Air Sunshine Inc. (Domestic),144,"9,730","1,296",504,39%,"288,000",0,0
2013-12,Air Tahiti Nui (International),125,"574,875","36,750","27,428",75%,"9,900,000","1,898,187",0
2013-12,AirTran Airways Corporation (Domestic),"11,626","8,018,031","1,387,802","1,116,717",80%,"303,741,000","983,197",0
2013-12,AirTran Airways Corporation (Latin America),"1,322","1,684,683","181,114","147,460",81%,"45,609,000",0,0
2013-12,Air Transat (International),24,"32,386","5,976","4,863",81%,"1,795,200",0,0
2013-12,Air Transport International (Atlantic),14,"29,657",0,0,-,"2,781,900","676,389",0
2013-12,Air Transport International (Domestic),326,"211,354",0,0,-,"36,527,620","8,462,597",0
2013-12,Air Wisconsin Airlines Corp (Domestic),"12,756","4,371,178","637,800","496,415",78%,"307,419,600","118,326","1,996"
2013-12,Alaska Airlines Inc. (Domestic),"12,896","15,314,104","1,872,299","1,579,807",84%,"511,290,603","7,615,277","3,227,729"
2013-12,Alaska Airlines Inc. (Latin America),"1,004","1,354,105","164,446","144,646",88%,"42,673,422","123,397","62,880"
2013-12,Alaska Central Express (Domestic),869,"258,548",931,394,42%,"4,835,936","629,347","1,343,690"
2013-12,Albinati Aeronautics SA (International),2,"7,356",24,2,8%,"7,260",0,0
2013-12,Alia-(The) Royal Jordanian (International),94,"564,862","23,778","18,027",76%,"7,329,520","584,590",0
2013-12,Allegiant Air (Domestic),"4,702","4,526,516","790,631","667,674",84%,"200,432,400",0,0
2013-12,All Nippon Airways Co. (International),682,"3,882,688","153,988","115,060",75%,"68,095,209","23,530,640",0
2013-12,Aloha Air Cargo (Domestic),980,"134,239",0,0,-,"23,786,000","7,122,792","3,201,200"
2013-12,American Airlines Inc. (Atlantic),"1,833","7,625,139","417,806","347,707",83%,"164,298,500","27,652,808","3,210,530"
2013-12,American Airlines Inc. (Domestic),"43,751","47,741,755","6,599,447","5,500,706",83%,"1,817,195,243","20,331,029","1,381,113"
2013-12,American Airlines Inc. (Latin America),"10,394","16,976,261","1,774,489","1,420,707",80%,"536,143,002","19,049,804","1,896,664"
2013-12,American Airlines Inc. (Pacific),447,"2,877,175","109,491","94,659",86%,"46,981,500","9,331,578","857,545"
2013-12,Amerijet International (Latin America),465,"506,159",0,0,-,"34,335,000","20,134,298","21,121"
2013-12,Ameristar Air Cargo (Domestic),94,"83,583","5,168","2,282",44%,"2,454,222","137,382",0
2013-12,Ameristar Air Cargo (International),44,"24,114",0,0,-,"933,944","141,550",0
2013-12,Antonov Company (International),5,"11,680",0,0,-,"1,320,000","575,119",0
2013-12,Arctic Transportation (Domestic),947,"66,144",641,103,16%,"3,564,550","557,255","881,887"
2013-12,Arik Air International (International),26,"136,500","6,162","4,694",76%,"2,671,240","55,675",0
2013-12,Asiana Airlines Inc. (International),813,"3,527,881","133,035","108,450",82%,"81,525,852","31,374,091",0
2013-12,Asia Pacific (International),57,"106,663",0,0,-,"2,653,115","883,522","413,819"
2013-12,Atlas Air Inc. (Domestic),633,"808,211","17,592","4,920",28%,"159,805,624","54,383,800",0
2013-12,Atlas Air Inc. (International),514,"1,941,966","13,670","4,240",31%,"136,830,722","81,959,575",0
2013-12,Austrian Airlines (International),150,"667,150","36,408","31,973",88%,"12,672,000","2,439,953",0
2013-12,"Avior Airlines, C.A. (International)",72,"106,992","10,368","9,091",88%,"1,820,019",0,0
2013-12,Avjet Corporation (Domestic),172,"165,555","1,759",562,32%,"415,000",0,0
2013-12,Bahamasair Holding Limited (International),754,"145,154","66,680","53,640",80%,"16,180,946",0,0
2013-12,Bering Air Inc. (Domestic),"2,191","200,797","19,265","8,003",42%,"6,461,450","158,040","707,335"
2013-12,British Airways Plc (International),"2,411","9,952,143","639,661","531,828",83%,"216,360,926","39,420,147",0
2013-12,Brussels Airlines N.V. (International),97,"364,024","26,802","19,000",71%,"9,329,407","1,586,419",0
2013-12,Canjet Airlines (International),92,"114,348","17,388","14,507",83%,"4,397,544",0,0
2013-12,Cape Air (Domestic),"9,515","939,663","96,605","57,086",59%,"20,113,137",0,"80,611"
2013-12,Cargojet Airways Ltd. (International),80,"59,560",0,0,-,"4,901,748","1,672,933",0
2013-12,Cargolux Airlines International S.A (International),198,"971,732",0,0,-,"47,916,000","32,011,676",0
2013-12,Cargolux Italia SpA (International),16,"71,124",0,0,-,"3,872,000","1,890,804",0
2013-12,Caribbean Airlines Limited (International),666,"1,071,267","105,043","91,977",88%,"37,443,590","449,493",0
2013-12,"Caribbean Sun Airlines, Inc. d/b/a World Atlantic Airli",420,"159,552","65,100","30,585",47%,"14,700,000","2,140",0
2013-12,CAT Aviation (International),11,"48,284",143,41,29%,"28,632",0,0
2013-12,Cathay Pacific Airways Ltd. (International),"1,205","6,488,068","180,792","156,264",86%,"221,261,128","112,870,176",0
2013-12,Cayman Airways Limited (International),235,"166,265","28,428","20,903",74%,"7,090,141","12,593",0
2013-12,Centurion Cargo Inc. (Latin America),174,"348,950",0,0,-,"35,496,000","23,588,562",0
2013-12,Chartright Air Inc. (International),55,"40,478",437,203,46%,"108,188",0,0
2013-12,Chautauqua Airlines Inc. (Atlantic),61,"26,766","3,050","1,961",64%,"700,646",0,0
2013-12,Chautauqua Airlines Inc. (Domestic),"10,885","3,586,726","524,864","403,498",77%,"125,881,325",0,0
2013-12,China Airlines Ltd. (International),893,"4,161,327","113,890","82,363",72%,"189,323,006","92,923,187",0
2013-12,China Cargo Airline (International),244,"1,070,532",0,0,-,"54,868,000","45,874,996",0
2013-12,China Eastern Airlines (International),234,"1,428,810","67,028","56,658",85%,"25,659,920","2,584,225",0
2013-12,China Southern Airlines (International),110,"759,602","30,380","26,576",87%,"19,649,274","7,297,933",0
2013-12,City Wings Inc dba Seaflight (Domestic),220,"9,900","1,980","1,443",73%,"325,600",0,0
2013-12,"Commutair Aka Champlain Enterprises, Inc. (Domestic)","3,816","724,654","151,436","113,466",75%,"43,213,440",0,0
2013-12,Compagnia Aerea Italiana (International),286,"1,248,670","71,376","57,575",81%,"35,300,006","4,208,754",0
2013-12,Compagnie Natl Air France (International),"1,024","4,107,386","294,098","256,916",87%,"107,916,252","28,822,343",0
2013-12,Compania Panamena (Copa) (International),"1,475","2,692,761","216,000","175,086",81%,"56,793,292","996,880",0
2013-12,Compass Airlines (Domestic),"5,352","3,948,067","400,946","321,113",80%,"105,488,910",582,0
2013-12,Concesionaria Vuela Compania De Aviacion SA de CV (Vola,"1,296","1,898,704","202,530","155,644",77%,"136,852,793",0,0
2013-12,Condor Flugdienst (International),26,"128,272","7,004","5,896",84%,"2,282,144","117,390",0
2013-12,DCA (International),2,"9,312",36,8,22%,"9,178",0,0
2013-12,Delta Air Lines Inc. (Atlantic),"3,027","13,161,395","731,863","625,149",85%,"262,768,646","36,643,810","2,457,126"
2013-12,Delta Air Lines Inc. (Domestic),"61,289","54,724,892","9,732,893","8,153,173",84%,"2,529,410,712","21,162,291","17,864,287"
2013-12,Delta Air Lines Inc. (Latin America),"5,045","8,888,511","806,308","678,950",84%,"221,757,454","7,686,978","795,218"
2013-12,Delta Air Lines Inc. (Pacific),"1,620","7,446,649","408,954","346,306",85%,"133,507,127","15,045,812","1,798,118"
2013-12,"Dynamic Airways, LLC (International)",42,"90,998","9,581","6,816",71%,"3,487,777",0,0
2013-12,"Dynamic Aviation, Inc. d/b/a Beacon (Domestic)",259,"9,890","1,451",513,35%,"315,151","43,227","7,674"
2013-12,Edelweiss Air Ag (International),8,"39,032","2,656","1,950",73%,"732,864","69,419",0
2013-11,40-Mile Air (Domestic),81,"9,218",324,75,23%,"87,500","7,915","1,023"
2013-11,ABC Aerolineas SA de CV dba Interjet (International),484,"580,852","72,600","44,079",61%,"8,824,616",0,0
2013-11,ABSA-Aerolinhas Brasileiras (International),51,"136,187",0,0,-,"6,395,400","6,092,860",0
2013-11,ABX Air Inc (Atlantic),616,"818,942",0,0,-,"68,669,292","35,777,641",0
2013-11,ABX Air Inc (Domestic),978,"799,808",0,0,-,"101,792,012","44,502,130",0
2013-11,ACM AIR CHARTER GmbH (International),5,"15,047",50,13,26%,"13,200",0,0
2013-11,Acropolis Aviation Ltd. (International),3,"10,562",57,41,72%,"79,200",0,0
2013-11,Aer Lingus Plc (International),338,"1,104,020","101,646","81,143",80%,"33,922,182","3,932,483",0
2013-11,"Aeroenlaces Nacionales, S.A. de C.V. d/b/a VivaAerobus",26,"10,686","3,848","3,175",83%,"770,370",0,0
2013-11,Aeroflot Russian Airlines (International),214,"1,102,176","58,526","44,588",76%,"15,317,500","1,265,830",0
2013-11,Aerolineas Argentinas (International),101,"445,006","28,280","21,302",75%,"8,479,152","2,552,662",0
2013-11,Aerolitoral (International),680,"460,400","57,520","42,423",74%,"16,128,816","22,205",0
2013-11,AeroLogic GmbH (International),65,"263,257",0,0,-,"15,079,350","10,730,443",0
2013-11,Aeromexico (International),"1,848","2,864,891","268,468","195,042",73%,"57,093,248","1,037,398",0
2013-11,Aerotransportes Mas De Crga (International),100,"146,160",0,0,-,"12,428,680","9,371,250",0
2013-11,Aerounion Aerotransporte de Carga Union SA de CV (Inter,124,"181,060",0,0,-,"12,003,200","8,014,351",0
2013-11,Aerovias de Intergracian Regional (International),60,"90,360","14,280","9,912",69%,"5,940,000","1,714,452",0
2013-11,Aerovias Nacl De Colombia (International),760,"1,296,242","114,336","96,853",85%,"39,540,494","2,255,377",0
2013-11,Air Alsie A/S (International),5,"16,680",52,10,19%,"36,967",0,0
2013-11,Air Atlanta Icelandic (International),10,"20,612",0,0,-,"2,465,395","1,279,300",0
2013-11,Air Berlin PLC and CO (International),260,"1,150,542","76,796","57,161",74%,"26,649,698","5,878,562",0
2013-11,AirBridgeCargo Airlines Limited (International),33,"150,393",0,0,-,"8,672,981","6,508,970",0
2013-11,Air Canada (International),"3,555","4,584,432","446,727","352,608",79%,"121,251,019","1,685,328",0
2013-11,Air China (International),416,"2,353,730","89,848","72,884",81%,"55,581,238","30,075,068",0
2013-11,Air Europa (International),28,"100,492","8,372","4,763",57%,"3,745,036","524,296",0
2013-11,Air Excursions LLC (Domestic),68,"6,069",561,197,35%,"192,550","6,227","8,527"
2013-11,Air Georgian (International),709,"174,287","12,744","5,861",46%,"2,545,975",0,0
2013-11,Air Japan Co (International),60,"229,140","12,840","11,028",86%,"4,050,552","754,336",0
2013-11,Air New Zealand (International),276,"1,663,256","88,452","72,537",82%,"38,059,775","6,812,008",0
2013-11,Air Pacific Ltd. (International),68,"293,664","16,862","12,658",75%,"5,016,906","461,809",0
2013-11,Air Sunshine Inc. (Domestic),200,"16,900","1,800",821,46%,"400,000",0,0
2013-11,Air Tahiti Nui (International),95,"431,550","27,930","23,105",83%,"7,524,000","1,482,862",0
2013-11,AirTran Airways Corporation (Domestic),"11,662","8,055,542","1,392,534","1,078,470",77%,"304,888,000","929,409",0
2013-11,AirTran Airways Corporation (Latin America),"1,182","1,487,860","161,934","120,116",74%,"40,779,000",0,0
2013-11,Air Transat (International),31,"42,285","7,719","6,332",82%,"2,318,800",0,0
2013-11,Air Transport International (Atlantic),9,"23,898",0,0,-,"1,033,740","436,050",0
2013-11,Air Transport International (Domestic),289,"176,425",0,0,-,"15,190,852","7,347,847",0
2013-11,Air Wisconsin Airlines Corp (Domestic),"12,850","4,383,541","642,500","468,014",73%,"307,270,262","170,292","2,330"
2013-11,Alaska Airlines Inc. (Domestic),"12,642","14,934,913","1,842,055","1,436,211",78%,"499,453,666","7,870,185","2,485,454"
2013-11,Alaska Airlines Inc. (Latin America),"1,015","1,350,775","161,923","139,366",86%,"41,825,320","175,515","92,246"
2013-11,Alaska Central Express (Domestic),878,"268,753",741,243,33%,"4,878,100","781,851","1,201,888"
2013-11,Albinati Aeronautics SA (International),4,"16,766",44,4,9%,"11,000",0,0
2013-11,Alia-(The) Royal Jordanian (International),72,"433,374","17,964","12,302",68%,"5,453,140","772,057",0
2013-11,Allegiant Air (Domestic),"3,935","3,750,797","658,603","557,886",85%,"153,088,400",0,0
2013-11,All Nippon Airways Co. (International),660,"3,757,440","147,618","110,431",75%,"66,222,024","24,927,733",0
2013-11,Aloha Air Cargo (Domestic),826,"112,360",0,0,-,"20,125,000","5,856,468","2,216,109"
2013-11,American Airlines Inc. (Atlantic),"1,776","7,364,636","404,147","306,717",76%,"158,607,900","27,907,982","2,321,795"
2013-11,American Airlines Inc. (Domestic),"43,504","46,442,495","6,505,118","5,148,422",79%,"1,796,038,200","18,876,382","1,362,168"
2013-11,American Airlines Inc. (Latin America),"8,643","13,990,676","1,474,811","1,157,488",78%,"447,300,500","22,437,703","1,980,839"
2013-11,American Airlines Inc. (Pacific),501,"3,245,448","122,762","92,310",75%,"52,652,100","10,980,086","998,592"
2013-11,Amerijet International (Latin America),385,"405,968",0,0,-,"28,285,000","17,786,029","14,839"
2013-11,Ameristar Air Cargo (Domestic),87,"64,983","5,624","1,857",33%,"2,326,571","129,822",0
2013-11,Ameristar Air Cargo (International),13,"6,919",304,179,59%,"301,092","28,744",0
2013-11,Antonov Company (International),4,"8,907",0,0,-,"1,056,000","252,524",0
2013-11,Arctic Transportation (Domestic),"1,140","82,866",755,201,27%,"4,025,975","820,222","891,648"
2013-11,Arik Air International (International),26,"136,500","6,162","3,816",62%,"2,671,240","112,343",0
2013-11,Asiana Airlines Inc. (International),947,"3,725,383","125,495","99,505",79%,"94,799,688","38,742,623",0
2013-11,Asia Pacific (International),52,"105,302",0,0,-,"2,418,000","741,599","301,118"
2013-11,Atlas Air Inc. (International),537,"2,117,788","12,526","2,996",24%,"137,021,687","88,938,615",0
2013-11,Austrian Airlines (International),152,"675,128","37,984","31,047",82%,"13,340,800","2,613,711",0
2013-11,Avjet Corporation (Domestic),135,"146,621","1,460",414,28%,"351,000",0,0
2013-11,Bahamasair Holding Limited (International),671,"128,368","61,060","37,692",62%,"14,891,221",0,0
2013-11,Bering Air Inc. (Domestic),"1,995","178,353","17,761","6,634",37%,"5,855,450","164,067","611,880"
2013-11,Britannia Airways Ltd. (International),24,"102,334","6,489","5,710",88%,"2,201,760","149,974",0
2013-11,British Airways Plc (International),"2,399","9,874,820","631,046","499,963",79%,"212,631,982","44,251,945",0
