Year - Month,Carrier,Departures,Miles,Seats,Passengers,Seat Utilization,Payload (lbs),Freight (lbs),Mail (lbs)
2010-02,Compass Airlines (Domestic),"4,109","2,834,518","312,281","226,039",72%,"81,711,574",628,0
2010-02,Compass Airlines (Latin America),56,"81,127","4,256","2,803",66%,"1,113,616",0,0
2010-01,40-Mile Air (Domestic),39,"3,884",195,34,17%,"46,800","4,003",761
2010-01,ABSA-Aerolinhas Brasileiras (International),84,"287,139",0,0,-,"10,533,600","6,192,017",0
2010-01,ABX Air Inc (Domestic),"1,192","1,124,338",0,0,-,"113,997,438","37,803,272",0
2010-01,ACM AIR CHARTER GmbH (International),2,"11,146",28,8,29%,"7,040",0,0
2010-01,Aer Lingus Plc (International),284,"931,956","85,506","56,815",66%,"26,045,800","3,258,172",0
2010-01,Aerodynamics Inc. d/b/a SkyValue d/b/a SkyValue Airways,50,"43,404","6,000","2,098",35%,"1,430,000",0,0
2010-01,"Aeroenlaces Nacionales, S.A. de C.V. d/b/a VivaAerobus",22,"25,058","3,256","2,256",69%,"651,852",0,0
2010-01,Aeroflot Russian Airlines (International),104,"534,536","24,098","19,714",82%,"7,704,840","575,001",0
2010-01,Aerolineas Argentinas (International),61,"268,705","15,333","13,125",86%,"5,121,072","604,217",0
2010-01,Aerolineas Galapagos S A Aerogal (International),124,"303,034","22,650","13,834",61%,"7,845,118","252,172",0
2010-01,Aerolitoral (International),322,"239,531","22,911","17,454",76%,"6,171,487","25,117",0
2010-01,AeroLogic GmbH (International),11,"47,762",0,0,-,"2,551,890","2,105,303",0
2010-01,Aeromexico (International),"1,168","1,671,806","151,270","109,901",73%,"35,657,852","455,069",0
2010-01,Aeromexico Travel (International),58,"83,635","8,084","6,312",78%,"2,777,280",0,0
2010-01,Aerosur (International),117,"136,949","18,252","11,880",65%,"5,932,080","33,350",0
2010-01,Aerosvit Ukranian Airlines (International),32,"150,400","7,328","5,360",73%,"2,182,400","270,635",0
2010-01,Aerotransportes Mas De Crga (International),103,"155,122",0,0,-,"12,768,580","8,388,308",0
2010-01,Aerounion Aerotransporte de Carga Union SA de CV (Inter,109,"150,021",0,0,-,"10,551,200","7,993,060",0
2010-01,Aerovias Nacl De Colombia (International),714,"1,313,078","118,483","86,429",73%,"29,456,468","1,869,115",0
2010-01,Air Atlanta Icelandic (International),41,"132,531","3,000",0,0%,"11,251,156","6,196,146",0
2010-01,Air Berlin PLC and CO (International),42,"199,246","12,600","10,211",81%,"4,355,604","860,721",0
2010-01,Air Canada (International),"5,596","6,155,707","617,131","449,789",73%,"168,906,754","1,519,868",0
2010-01,Air China (International),261,"1,447,534","48,674","41,230",85%,"49,731,987","20,539,564",0
2010-01,Air Europa (International),46,"166,364","13,754","8,187",60%,"6,020,970","298,835",0
2010-01,Air Excursions LLC (Domestic),325,"14,731","1,625",426,26%,"325,908","16,657",0
2010-01,Air Georgian (International),"1,206","362,662","21,680","6,554",30%,"4,336,783",0,0
2010-01,Air Jamaica Limited (International),535,"639,044","83,366","61,366",74%,"21,071,923","127,591",0
2010-01,Air Japan Co (International),53,"202,354","11,342","9,920",87%,"3,577,987","492,881",0
2010-01,Air New Zealand (International),235,"1,410,122","81,116","72,501",89%,"42,586,000","2,318,830",0
2010-01,Air Pacific Ltd. (International),68,"303,834","23,290","16,093",69%,"6,737,460","561,367",0
2010-01,Air Tahiti Nui (International),110,"502,425","32,340","24,550",76%,"8,712,000","1,149,729",0
2010-01,AirTran Airways Corporation (Domestic),"19,301","13,991,817","2,372,177","1,642,842",69%,"536,656,000",0,0
2010-01,AirTran Airways Corporation (Latin America),840,"1,058,147","115,080","85,325",74%,"28,980,000",0,0
2010-01,Air Transat (International),77,"98,452","20,196","14,973",74%,"6,050,000",0,0
2010-01,Air Transport International (Atlantic),54,"58,254",0,0,-,"5,724,000","4,362,785",0
2010-01,Air Transport International (Domestic),319,"298,358",0,0,-,"31,666,000","14,379,602",0
2010-01,Air Wisconsin Airlines Corp (Domestic),"13,190","4,302,492","659,500","396,233",60%,"317,401,188","92,398","3,324"
2010-01,Alaska Airlines Inc. (Domestic),"10,969","11,395,485","1,545,493","1,103,610",71%,"422,632,192","7,674,889","3,704,904"
2010-01,Alaska Airlines Inc. (Latin America),926,"1,366,070","147,017","120,561",82%,"38,553,790","344,605","2,683"
2010-01,Alaska Central Express (Domestic),633,"174,365",323,125,39%,"3,546,437","652,133","410,248"
2010-01,Alia-(The) Royal Jordanian (International),87,"522,030","22,098","13,720",62%,"7,196,640","946,068",0
2010-01,Allegiant Air (Domestic),"3,140","2,891,083","467,640","411,470",88%,"105,584,000",0,0
2010-01,All Nippon Airways Co. (International),327,"1,946,420","78,080","63,693",82%,"35,859,690","11,976,493",0
2010-01,Aloha Air Cargo (Domestic),675,"97,064",0,0,-,"18,900,000","6,825,279","1,270,054"
2010-01,American Airlines Inc. (Atlantic),"1,804","7,601,160","407,154","284,025",70%,"156,477,500","26,027,101","2,161,662"
2010-01,American Airlines Inc. (Domestic),"46,447","49,541,178","7,106,181","5,220,625",73%,"1,960,166,180","17,228,545","6,942,869"
2010-01,American Airlines Inc. (Latin America),"8,814","13,360,004","1,528,748","1,178,368",77%,"457,593,420","16,501,245","1,194,493"
2010-01,American Airlines Inc. (Pacific),370,"2,367,074","90,636","72,792",80%,"38,458,200","8,397,515","343,980"
2010-01,Amerijet International (Domestic),40,"41,800",0,0,-,"2,440,000","802,915",0
2010-01,Amerijet International (Latin America),200,"198,108",0,0,-,"13,014,000","4,486,567","88,610"
2010-01,Ameristar Air Cargo (Domestic),55,"38,728","1,568",621,40%,"1,426,402","118,546",0
2010-01,Ameristar Air Cargo (International),18,"12,396",0,0,-,"382,068","48,725",0
2010-01,Antonov Company (International),11,"27,590",0,0,-,"2,904,000","1,397,000",0
2010-01,Arctic Circle Air Service (Domestic),51,"10,899",179,0,0%,"357,000","52,016","62,031"
2010-01,Arctic Transportation (Domestic),"1,052","71,323",0,0,-,"3,344,050","516,008","875,143"
2010-01,Arrow Air Inc. (Latin America),480,"700,151",0,0,-,"54,122,930","42,255,479",0
2010-01,Asiana Airlines Inc. (International),711,"2,892,831","136,219","107,848",79%,"112,350,022","29,572,112",0
2010-01,Asia Pacific (International),68,"127,430",0,0,-,"3,167,306","1,312,038","341,906"
2010-01,"Astar USA, LLC (Domestic)",168,"92,880",0,0,-,"15,960,000","4,004,694",0
2010-01,"Astar USA, LLC (Latin America)",82,"118,797",0,0,-,"7,790,000","2,434,399",0
2010-01,Atlas Air Inc. (Domestic),126,"235,441",0,0,-,"32,573,137","15,066,183",0
2010-01,Atlas Air Inc. (International),284,"1,207,706",0,0,-,"70,153,852","45,313,990",0
2010-01,Austrian Airlines (International),104,"452,556","23,920","18,258",76%,"7,321,600","1,962,755",0
2010-01,Avia Leasing Company (International),15,"14,485",0,0,-,"660,000","416,817",0
2010-01,Avjet Corporation (Domestic),138,"136,082","1,468",485,33%,"360,000",0,0
2010-01,Bahamasair Holding Limited (International),614,"115,981","49,180","22,518",46%,"19,057,108",0,0
2010-01,Bemidji Airlines (Domestic),43,"8,089",43,0,0%,"118,000","45,928",0
2010-01,Bering Air Inc. (Domestic),"2,400","211,161","21,427","8,372",39%,"6,490,300","190,878","628,875"
2010-01,Britannia Airways Ltd. (International),27,"115,123","7,591","6,825",90%,"2,476,980","133,383",0
2010-01,British Airways Plc (International),"2,002","8,255,802","495,416","370,165",75%,"167,085,875","38,150,227",0
2010-01,C.A.L Cargo Airlines (International),15,"55,695",0,0,-,"3,894,000","2,908,402",0
2010-01,Canjet Airlines (International),62,"83,632","11,718","9,528",81%,"2,963,564",0,0
2010-01,Cape Air (Domestic),"9,970","824,731","101,890","43,184",42%,"21,186,090",0,"68,318"
2010-01,Capital Cargo International (Domestic),667,"277,153",0,0,-,"36,608,000","17,274,267",0
2010-01,Capital Cargo International (International),132,"168,610",0,0,-,"8,388,000","5,399,436",0
2010-01,Cargojet Airways Ltd. (International),125,"61,721",0,0,-,"7,813,064","3,440,690",0
2010-01,Cargolux Airlines International S.A (International),228,"669,534",0,0,-,"55,176,000","26,233,554",0
2010-01,Caribbean Airlines Limited (International),326,"646,646","52,284","40,966",78%,"18,539,812","104,227",0
2010-01,CAT Aviation (International),2,"7,355",28,6,21%,"5,606",0,0
2010-01,Cathay Pacific Airways Ltd. (International),952,"4,679,172","149,807","124,796",83%,"165,302,423","92,399,599",0
2010-01,Cayman Airways Limited (International),271,"192,205","32,732","14,716",45%,"8,176,286","8,015",0
2010-01,Centurion Cargo Inc. (Latin America),115,"255,470",0,0,-,"20,923,000","9,608,791",0
2010-01,Chartright Air Inc. (International),22,"24,547",208,111,53%,"53,706",0,0
2010-01,Chautauqua Airlines Inc. (Domestic),"13,380","5,635,412","635,863","393,845",62%,"153,083,137","1,454",30
2010-01,China Airlines Ltd. (International),932,"4,288,011","123,075","97,583",79%,"197,284,664","113,207,024",0
2010-01,China Cargo Airline (International),181,"1,132,746",0,0,-,"45,611,985","30,509,008",0
2010-01,China Eastern Airlines (International),99,"675,611","31,680","23,456",74%,"22,977,900","1,864,329",0
2010-01,China Southern Airlines (International),36,"260,928","10,044","7,873",78%,"3,536,756","564,566",0
2010-01,Cielos De Peru (International),45,"77,749",0,0,-,"7,063,100","5,431,461",0
2010-01,Colgan Air (Domestic),"8,078","1,615,422","366,674","172,871",47%,"83,613,852","37,590",0
2010-01,Comair Inc. (Domestic),"11,300","5,403,316","639,044","410,904",64%,"161,116,278","5,590",0
2010-01,"Comlux Malta, Ltd. (International)",4,"14,404",60,24,40%,"20,240",0,0
2010-01,"Commutair Aka Champlain Enterprises, Inc. (Domestic)","2,639","453,758","97,643","54,184",55%,"30,332,666",673,0
2010-01,Compagnia Aerea Italiana (International),315,"1,400,619","82,742","57,049",69%,"43,554,000","2,905,910",0
2010-01,Compagnie Natl Air France (International),"1,085","4,564,879","287,231","230,900",80%,"97,725,116","22,621,621",0
2010-01,Compania Mexicana De Aviaci (International),"3,095","4,461,180","401,400","284,495",71%,"108,159,040","739,817",0
2010-01,Compania Panamena (Copa) (International),616,"959,704","79,546","67,568",85%,"22,768,188","398,722",0
2010-01,Compass Airlines (Domestic),"4,325","2,957,988","328,700","222,013",68%,"83,472,500","10,197",0
2010-01,Concesionaria Vuela Compania De Aviacion SA de CV (Vola,575,"799,001","82,170","56,149",68%,"52,575,203",0,0
2010-01,Condor Flugdienst (International),18,"100,494","4,860","4,541",93%,"1,258,220","56,032",0
2009-12,40-Mile Air (Domestic),65,"6,388",325,51,16%,"78,000","6,987","1,710"
2009-12,"Abaco Air, Ltd. (International)",7,"1,315",54,40,74%,"34,989",0,0
2009-12,ABSA-Aerolinhas Brasileiras (International),103,"332,072",0,0,-,"12,916,200","7,648,109",0
2009-12,ABX Air Inc (Domestic),"1,356","1,252,235",0,0,-,"129,412,672","46,305,242",0
2009-12,ACM AIR CHARTER GmbH (International),3,"9,954",30,11,37%,"7,260",0,0
2009-12,Aer Lingus Plc (International),319,"1,043,642","94,727","73,815",78%,"29,035,600","4,003,438",0
2009-12,Aerodynamics Inc. d/b/a SkyValue d/b/a SkyValue Airways,34,"30,108","4,080","1,469",36%,"972,400",0,0
2009-12,"Aeroenlaces Nacionales, S.A. de C.V. d/b/a VivaAerobus",26,"29,614","3,848","2,574",67%,"770,370",0,0
2009-12,Aeroflot Russian Airlines (International),102,"525,214","24,134","18,821",78%,"7,392,220","826,804",0
2009-12,Aerolineas Argentinas (International),53,"233,465","14,169","10,680",75%,"4,449,456","570,640",0
2009-12,Aerolitoral (International),389,"291,952","26,212","18,416",70%,"6,958,801","32,042",0
2009-12,Aeromexico (International),"1,304","1,861,186","171,210","118,690",69%,"39,863,031","738,411",0
2009-12,Aerosur (International),107,"107,596","16,538","10,865",66%,"5,313,000","27,436",0
2009-12,Aerosvit Ukranian Airlines (International),26,"122,200","5,954","4,790",80%,"1,773,200","281,737",0
2009-12,Aerotransportes Mas De Crga (International),113,"165,129",0,0,-,"14,007,620","8,847,732",0
2009-12,Aerounion Aerotransporte de Carga Union SA de CV (Inter,129,"179,547",0,0,-,"12,487,200","9,038,186",0
2009-12,Aerovias Nacl De Colombia (International),702,"1,279,801","116,431","90,754",78%,"29,626,899","2,062,026",0
2009-12,Air Atlanta Icelandic (International),41,"137,069",0,0,-,"10,621,220","6,617,820",0
2009-12,Air Berlin PLC and CO (International),54,"256,226","16,200","13,523",83%,"5,551,469","1,209,919",0
2009-12,Air Canada (International),"5,165","5,574,955","553,553","429,292",78%,"152,404,660","1,373,357",0
2009-12,Air China (International),276,"1,469,004","47,212","42,499",90%,"54,056,936","24,498,593",0
2009-12,Air Europa (International),54,"196,308","16,146","12,962",80%,"6,665,086","667,550",0
2009-12,Air Excursions LLC (Domestic),59,"2,527",295,79,27%,"59,000","2,970",0
2009-12,Air Georgian (International),"1,063","326,231","19,031","7,642",40%,"3,822,569",0,0
2009-12,Air Jamaica Limited (International),550,"630,673","85,160","65,468",77%,"21,511,353","261,521",0
2009-12,Air Japan Co (International),39,"148,902","8,346","6,305",76%,"2,632,859","352,115",0
2009-12,Air New Zealand (International),282,"1,683,902","97,245","86,138",89%,"50,931,998","2,939,336",0
2009-12,Air Pacific Ltd. (International),66,"304,474","22,300","17,005",76%,"6,234,914","576,127",0
2009-12,Air Tahiti Nui (International),106,"481,320","31,164","26,960",87%,"8,395,200","1,455,969",0
2009-12,AirTran Airways Corporation (Domestic),"21,086","15,608,564","2,603,182","1,972,801",76%,"591,807,000",0,0
2009-12,AirTran Airways Corporation (Latin America),173,"206,262","23,701","18,564",78%,"5,968,500",0,0
2009-12,Air Transat (International),57,"74,019","14,193","10,188",72%,"4,263,600",0,0
2009-12,Air Transport International (Atlantic),64,"79,736",0,0,-,"6,752,000","4,871,082",0
2009-12,Air Transport International (Domestic),500,"421,392",448,0,0%,"49,396,000","21,531,823",0
2009-12,Air Wisconsin Airlines Corp (Domestic),"12,599","4,339,450","629,950","429,700",68%,"303,177,856","103,768","1,399"
2009-12,Alaska Airlines Inc. (Domestic),"11,221","11,633,010","1,569,196","1,237,620",79%,"433,494,127","7,326,917","4,848,593"
2009-12,Alaska Airlines Inc. (Latin America),943,"1,399,611","150,286","125,659",84%,"39,271,612","315,037","4,575"
2009-12,Alaska Central Express (Domestic),678,"187,528",95,51,54%,"3,811,781","488,640","542,243"
2009-12,Alia-(The) Royal Jordanian (International),85,"510,056","21,844","15,546",71%,"7,113,920","867,661",0
2009-12,Allegiant Air (Domestic),"3,381","3,113,628","504,810","450,813",89%,"114,135,000",0,0
2009-12,All Nippon Airways Co. (International),340,"1,996,054","82,364","67,036",81%,"37,124,606","10,927,455",0
2009-12,Aloha Air Cargo (Domestic),742,"106,511",0,0,-,"20,776,000","7,113,242","1,941,754"
2009-12,American Airlines Inc. (Atlantic),"1,768","7,473,201","398,666","330,663",83%,"152,935,500","26,888,940","3,394,265"
2009-12,American Airlines Inc. (Domestic),"46,058","49,135,544","7,044,180","5,554,576",79%,"1,944,198,870","18,934,607","7,765,149"
2009-12,American Airlines Inc. (Latin America),"8,931","13,353,187","1,555,357","1,179,520",76%,"467,226,550","19,587,564","1,789,629"
2009-12,American Airlines Inc. (Pacific),360,"2,303,085","88,187","71,327",81%,"37,426,600","7,990,282","593,240"
2009-12,Amerijet International (Domestic),42,"43,890",0,0,-,"2,562,000","1,066,053",0
2009-12,Amerijet International (Latin America),358,"375,936",0,0,-,"23,170,000","7,666,885","125,085"
2009-12,Ameristar Air Cargo (Domestic),77,"59,624",224,63,28%,"1,671,398","250,211",0
2009-12,Ameristar Air Cargo (International),47,"28,232",0,0,-,"997,622","192,422",0
2009-12,Arctic Circle Air Service (Domestic),94,"20,487",282,0,0%,"658,000","81,964","143,313"
2009-12,Arctic Transportation (Domestic),"1,194","82,038",0,0,-,"3,608,100","614,275","846,280"
2009-12,Arrow Air Inc. (Latin America),551,"862,414",0,0,-,"62,489,387","50,005,420",0
2009-12,Asiana Airlines Inc. (International),710,"3,009,641","127,579","100,307",79%,"121,787,422","43,236,392",0
2009-12,Asia Pacific (International),75,"128,116",0,0,-,"3,487,500","1,605,279","333,396"
2009-12,"Astar USA, LLC (Atlantic)",2,"7,786",0,0,-,"190,000","126,664",0
2009-12,"Astar USA, LLC (Domestic)",190,"103,617",0,0,-,"18,050,000","6,032,412",0
2009-12,"Astar USA, LLC (Latin America)",88,"127,952",0,0,-,"8,360,000","2,906,082",0
2009-12,Atlas Air Inc. (Domestic),244,"399,024",0,0,-,"66,380,000","26,456,683",0
2009-12,Atlas Air Inc. (International),288,"1,219,898",0,0,-,"79,480,000","52,688,535",0
2009-12,Austrian Airlines (International),98,"426,222","22,540","20,362",90%,"6,899,200","1,736,216",0
2009-12,Avia Leasing Company (International),8,"16,150",0,0,-,"352,000","173,031",0
2009-12,Avjet Corporation (Domestic),166,"205,083","1,796",606,34%,"430,000",0,0
2009-12,Bahamasair Holding Limited (International),696,"134,065","62,940","39,308",62%,"23,531,127",0,0
2009-12,Bemidji Airlines (Domestic),49,"8,885",49,0,0%,"134,000","52,351",0
2009-12,Bering Air Inc. (Domestic),"2,202","196,725","19,579","7,687",39%,"6,150,850","157,741","700,362"
2009-12,Britannia Airways Ltd. (International),16,"68,392","4,128","3,974",96%,"1,467,840","86,150",0
2009-12,British Airways Plc (International),"2,104","8,717,780","520,933","420,251",81%,"176,176,231","43,413,894",0
2009-12,C.A.L Cargo Airlines (International),18,"66,834",0,0,-,"4,672,800","3,407,111",0
2009-12,Canjet Airlines (International),40,"54,036","7,560","4,428",59%,"1,911,978",0,0
2009-12,Cape Air (Domestic),"10,090","829,600","102,370","45,736",45%,"21,349,548",0,"100,180"
2009-12,Capital Cargo International (Domestic),570,"272,979",0,0,-,"31,680,000","15,302,688",0
2009-12,Capital Cargo International (International),403,"319,827",0,0,-,"23,200,000","12,742,423",0
2009-12,Cargojet Airways Ltd. (International),120,"56,990",0,0,-,"7,185,022","3,249,561",0
2009-12,Cargolux Airlines International S.A (International),218,"621,583",0,0,-,"52,756,000","29,231,135",0
2009-12,Caribbean Airlines Limited (International),338,"673,094","55,380","50,431",91%,"20,483,810","117,189",0
2009-12,CAT Aviation (International),7,"30,131",93,16,17%,"18,621",0,0
2009-12,Cathay Pacific Airways Ltd. (International),960,"4,735,920","149,730","121,852",81%,"167,183,170","100,388,193",0
2009-12,Cayman Airways Limited (International),269,"178,975","32,522","17,438",54%,"8,181,946","2,365",0
2009-12,Centurion Cargo Inc. (Latin America),119,"309,010",0,0,-,"22,556,000","9,696,170",0
2009-12,Challenge Air Luftverkehrs GmbH (International),3,"6,495",36,3,8%,"6,798",0,0
2009-12,Chautauqua Airlines Inc. (Domestic),"14,076","5,750,653","668,160","482,886",72%,"161,183,702","2,081","2,572"
2009-12,China Airlines Ltd. (International),"1,000","4,664,560","125,339","93,008",74%,"214,171,952","124,719,084",0
2009-12,China Cargo Airline (International),155,"979,530",0,0,-,"39,059,845","26,702,026",0
2009-12,China Eastern Airlines (International),92,"623,860","29,440","22,863",78%,"21,353,200","1,751,656",0
2009-12,China Southern Airlines (International),36,"260,928","10,044","7,396",74%,"3,536,756","524,438",0
2009-12,Cielos De Peru (International),109,"193,243",0,0,-,"17,070,900","14,572,783",0
2009-12,Colgan Air (Domestic),"8,479","1,761,659","384,973","214,255",56%,"87,788,520","29,350",0
2009-12,Comair Inc. (Domestic),"11,393","5,432,168","645,832","469,328",73%,"162,640,288","1,329",5
2009-12,"Comlux Aviation, AG (International)",6,"11,453",80,23,29%,"19,140",0,0
2009-12,"Comlux Malta, Ltd. (International)",2,"8,128",38,23,61%,"20,680",0,0
2009-12,"Commutair Aka Champlain Enterprises, Inc. (Domestic)","2,738","497,317","101,306","66,499",66%,"31,470,572",914,2
2009-12,Compagnia Aerea Italiana (International),334,"1,481,292","140,452","68,615",49%,"47,703,988","4,030,816",0
2009-12,Compagnie Natl Air France (International),"1,134","4,643,666","297,696","259,953",87%,"102,025,503","24,941,663",0
2009-12,Compania Mexicana De Aviaci (International),"3,166","4,583,202","410,910","295,372",72%,"110,603,549","812,961",0
2009-12,Compania Panamena (Copa) (International),613,"957,344","80,005","63,404",79%,"23,082,992","420,950",0
2009-12,Compass Airlines (Domestic),"4,587","3,198,559","348,585","261,023",75%,"88,641,650","32,786",599
2009-12,Condor Flugdienst (International),18,"100,494","4,860","4,434",91%,"1,310,551","72,199",0
2009-12,Continental Air Lines Inc. (Atlantic),"2,010","8,308,427","424,453","357,907",84%,"143,669,076","16,118,511","3,299,806"
2009-12,Continental Air Lines Inc. (Domestic),"21,388","26,244,664","3,283,325","2,732,066",83%,"815,724,027","9,253,977","10,940,911"
2009-11,40-Mile Air (Domestic),49,"4,647",245,46,19%,"58,800","3,868",909
2009-11,"Abaco Air, Ltd. (International)",3,561,18,12,67%,"14,995",0,0
2009-11,ABSA-Aerolinhas Brasileiras (International),89,"316,203",0,0,-,"11,160,600","6,927,049",0
2009-11,ABX Air Inc (Domestic),"1,161","1,086,480",0,0,-,"111,204,417","42,713,206",0
2009-11,ACM AIR CHARTER GmbH (International),2,"10,157",23,7,30%,"5,940",0,0
2009-11,Aer Lingus Plc (International),336,"1,094,544","100,234","72,921",73%,"30,707,600","3,785,115",0
2009-11,Aerodynamics Inc. d/b/a SkyValue d/b/a SkyValue Airways,50,"44,552","6,000","1,848",31%,"1,430,000",0,0
2009-11,"Aeroenlaces Nacionales, S.A. de C.V. d/b/a VivaAerobus",18,"20,502","2,664","2,107",79%,"533,332",0,0
2009-11,Aeroflot Russian Airlines (International),102,"525,214","22,236","16,557",74%,"7,123,600","852,913",0
2009-11,Aerolineas Argentinas (International),42,"185,010","11,106","7,136",64%,"3,525,984","1,465,155",0
2009-11,Aerolitoral (International),287,"191,215","18,276","12,441",68%,"4,672,343","12,416",0
2009-11,Aeromexico (International),"1,118","1,563,998","144,030","98,943",69%,"32,399,199","550,048",0
2009-11,Aerosur (International),104,"103,204","16,000","11,748",73%,"4,970,020","41,120",0
2009-11,Aerosvit Ukranian Airlines (International),26,"122,200","5,954","4,761",80%,"1,773,200","299,396",0
2009-11,Aerounion Aerotransporte de Carga Union SA de CV (Inter,139,"194,998",0,0,-,"13,455,200","9,914,818",0
2009-11,Aerovias Nacl De Colombia (International),659,"1,194,005","105,079","70,000",67%,"26,514,461","1,903,314",0
2009-11,Air Atlanta Icelandic (International),21,"72,506",0,0,-,"5,248,914","3,479,740",0
2009-11,Air Berlin PLC and CO (International),52,"244,700","15,600","12,355",79%,"5,376,272","1,465,521",0
2009-11,Air Canada (International),"4,787","4,994,398","499,287","361,882",72%,"137,123,926","1,296,438",0
2009-11,Air China (International),270,"1,397,278","42,054","35,303",84%,"54,670,826","26,113,218",0
2009-11,Air Europa (International),50,"181,948","14,950","9,866",66%,"6,260,636","406,052",0
2009-11,Air Georgian (International),"1,246","386,822","22,296","8,441",38%,"4,480,630",0,0
2009-11,Air Jamaica Limited (International),473,"597,686","72,660","51,360",71%,"18,350,715","59,010",0
2009-11,Air Japan Co (International),60,"229,080","12,840","11,252",88%,"4,050,552","642,424",0
2009-11,Air New Zealand (International),222,"1,325,510","75,777","62,529",83%,"32,429,916","2,546,966",0
2009-11,Air Pacific Ltd. (International),54,"245,222","18,362","11,855",65%,"5,074,912","475,598",0
2009-11,Air Tahiti Nui (International),102,"463,365","29,988","26,094",87%,"8,078,400","1,415,330",0
2009-11,AirTran Airways Corporation (Domestic),"20,861","15,145,097","2,577,677","1,937,845",75%,"586,594,000",0,0
2009-11,AirTran Airways Corporation (Latin America),113,"118,857","15,481","11,530",74%,"3,898,500",0,0
2009-11,Air Transat (International),41,"53,407","10,209","6,976",68%,"3,066,800",0,0
2009-11,Air Transport International (Atlantic),56,"72,768",0,0,-,"5,924,000","3,944,653",0
2009-11,Air Transport International (Domestic),448,"370,631",0,0,-,"44,450,000","20,349,786",0
2009-11,Air Wisconsin Airlines Corp (Domestic),"12,767","4,468,368","638,350","449,736",70%,"307,218,606","139,114","4,087"
2009-11,Alaska Airlines Inc. (Domestic),"10,912","11,331,472","1,535,666","1,148,526",75%,"420,777,768","7,471,710","3,829,408"
2009-11,Alaska Airlines Inc. (Latin America),793,"1,163,941","126,627","106,115",84%,"33,084,074","275,263","3,218"
2009-11,Alaska Central Express (Domestic),649,"170,577",190,87,46%,"3,648,238","541,174","462,232"
2009-11,Alia-(The) Royal Jordanian (International),86,"515,908","21,844","13,168",60%,"7,113,920","872,160",0
2009-11,Allegiant Air (Domestic),"3,103","2,801,730","462,270","408,658",88%,"104,389,000",0,0
2009-11,All Nippon Airways Co. (International),305,"1,839,910","72,860","58,001",80%,"33,583,850","11,574,928",0
2009-11,Aloha Air Cargo (Domestic),662,"95,373",0,0,-,"18,536,000","6,578,107","1,239,392"
2009-11,American Airlines Inc. (Atlantic),"1,818","7,637,819","410,950","310,451",76%,"158,027,600","29,438,882","2,785,790"
2009-11,American Airlines Inc. (Domestic),"44,496","47,141,332","6,775,214","5,312,822",78%,"1,865,416,830","19,349,529","6,687,917"
2009-11,American Airlines Inc. (Latin America),"7,690","11,521,721","1,347,009","1,049,965",78%,"403,906,720","20,927,784","1,547,058"
2009-11,American Airlines Inc. (Pacific),348,"2,222,580","85,248","66,863",78%,"36,194,800","9,184,023","384,677"
2009-11,Amerijet International (Domestic),44,"45,512",0,0,-,"2,684,000","1,161,993",0
2009-11,Amerijet International (Latin America),283,"287,295",0,0,-,"17,629,000","6,651,112","82,732"
2009-11,Ameristar Air Cargo (Domestic),37,"30,622",392,112,29%,"850,105","155,153",0
2009-11,Ameristar Air Cargo (International),122,"99,216",0,0,-,"2,589,572","745,677",0
2009-11,Antonov Company (International),1,"3,360",0,0,-,"264,000","52,800",0
2009-11,Arctic Circle Air Service (Domestic),69,"11,019",265,0,0%,"483,000","99,124","40,778"
2009-11,Arctic Transportation (Domestic),"1,113","78,515",0,0,-,"3,977,400","826,625","896,508"
2009-11,Arrow Air Inc. (Latin America),459,"740,714",0,0,-,"54,663,057","46,309,152",0
2009-11,Asiana Airlines Inc. (International),706,"2,974,007","114,754","84,381",74%,"127,408,902","47,422,496",0
2009-11,Asia Pacific (International),63,"119,263",0,0,-,"2,929,500","1,180,028","297,101"
2009-11,"Astar USA, LLC (Domestic)",153,"87,269",0,0,-,"14,535,000","4,664,651",0
2009-11,"Astar USA, LLC (Latin America)",83,"121,270",0,0,-,"7,885,000","2,948,926",0
2009-11,Atlas Air Inc. (Domestic),202,"390,426",0,0,-,"51,797,607","24,985,576",0
2009-11,Atlas Air Inc. (International),337,"1,386,896",0,0,-,"84,771,005","60,095,270",0
2009-11,Austrian Airlines (International),104,"452,556","23,920","20,171",84%,"7,301,800","2,093,207",0
2009-11,Avia Leasing Company (International),1,848,0,0,-,"44,000","20,588",0
2009-11,Avjet Corporation (Domestic),117,"158,182","1,230",358,29%,"291,500",0,0
2009-11,Bahamasair Holding Limited (International),598,"113,033","47,610","28,429",60%,"18,444,209",0,0
2009-11,Bemidji Airlines (Domestic),43,"7,890",43,0,0%,"120,000","44,104",0
2009-11,Bering Air Inc. (Domestic),"2,161","183,044","19,275","7,203",37%,"5,727,400","110,797","735,492"
2009-11,Britannia Airways Ltd. (International),44,"156,716","12,452","10,539",85%,"4,036,560","351,808",0
2009-11,British Airways Plc (International),"2,093","8,575,223","516,495","405,213",78%,"174,033,502","44,463,351",0
2009-11,C.A.L Cargo Airlines (International),18,"66,834",0,0,-,"4,672,800","3,407,111",0
2009-11,Canjet Airlines (International),12,"15,504","2,268","1,480",65%,"573,594",0,0
2009-11,Cape Air (Domestic),"9,825","806,058","100,177","44,523",44%,"20,820,006",0,"72,987"
2009-11,Capital Cargo International (Domestic),494,"231,579",0,0,-,"27,486,000","13,449,755",0
