"Year...Month","Carrier","Departures","Miles","Seats","Passengers","Seat.Utilization"
"2008-09","American Airlines Inc. (Atlantic)","2,236","9,372,097","520,260","402,545","77%"
"2008-09","American Airlines Inc. (Domestic)","48,821","50,773,038","7,420,015","5,396,149","73%"
"2008-09","American Airlines Inc. (Latin America)","6,787","10,338,954","1,294,614","946,683","73%"
"2008-09","American Airlines Inc. (Pacific)","360","2,302,860","88,255","69,758","79%"
"2008-09","Arctic Circle Air Service (Domestic)","141","26,201","507","0","0%"
"2008-09","Asiana Airlines Inc. (International)","643","2,490,295","102,908","76,192","74%"
"2008-09","Austrian Airlines (International)","170","757,880","46,800","37,431","80%"
"2008-09","Aviacsa Airlines (International)","60","68,340","7,200","5,260","73%"
"2008-09","Bahamasair Holding Limited (International)","547","103,465","42,480","24,000","56%"
"2008-09","Bemidji Airlines (Domestic)","50","8,614","50","0","0%"
"2008-09","Bering Air Inc. (Domestic)","2,630","231,883","23,282","9,055","39%"
"2008-09","Britannia Airways Ltd. (International)","32","136,136","9,056","8,542","94%"
"2008-09","British Airways Plc (International)","2,371","9,690,398","642,126","467,538","73%"
"2008-09","Canjet Airlines (International)","24","32,112","4,536","3,574","79%"
"2008-09","Cape Air (Domestic)","10,402","732,035","106,885","55,545","52%"
"2008-09","Caribbean Airlines Limited (International)","254","490,276","39,116","31,762","81%"
"2008-09","CAT Aviation (International)","3","11,899","42","3","7%"
"2008-09","Cathay Pacific Airways Ltd. (International)","993","5,002,991","178,991","122,942","69%"
"2008-09","Cayman Airways Limited (International)","191","111,077","23,142","13,067","56%"
"2008-09","Chautauqua Airlines Inc. (Domestic)","16,193","6,819,847","783,190","525,671","67%"
"2008-09","China Airlines Ltd. (International)","857","3,864,427","101,744","85,890","84%"
"2008-09","China Eastern Airlines (International)","59","401,683","18,880","13,868","73%"
"2008-09","China Southern Airlines (International)","24","173,952","6,816","5,003","73%"
"2008-09","Colgan Air (Domestic)","9,574","2,042,532","430,548","215,341","50%"
"2008-09","Comair Inc. (Domestic)","16,076","7,643,637","889,048","613,218","69%"
"2008-09","Commutair Aka Champlain Enterprises, Inc. (Domestic)","2,603","615,465","96,311","55,014","57%"
"2008-09","Compagnia Aerea Italiana (International)","492","2,257,424","115,432","79,978","69%"
"2008-09","Compagnie Natl Air France (International)","1,538","6,402,814","417,924","325,606","78%"
"2008-09","Compania Mexicana De Aviaci (International)","2,829","3,958,472","370,520","220,456","59%"
"2008-09","Compania Panamena (Copa) (International)","547","855,832","67,204","54,066","80%"
"2008-09","Compass Airlines (Domestic)","3,778","2,550,887","287,128","219,625","76%"
"2008-09","Condor Flugdienst (International)","53","230,812","14,287","11,651","82%"
"2008-09","Continental Air Lines Inc. (Atlantic)","2,714","10,924,009","560,709","429,948","77%"
"2008-09","Continental Air Lines Inc. (Domestic)","20,732","24,073,808","3,077,830","2,271,720","74%"
"2008-09","Continental Air Lines Inc. (Latin America)","2,671","4,417,398","404,014","295,119","73%"
"2008-09","DCA (International)","11","29,829","212","68","32%"
"2008-09","Delta Air Lines Inc. (Atlantic)","3,810","17,066,671","824,051","653,160","79%"
"2008-09","Delta Air Lines Inc. (Domestic)","36,505","32,327,907","6,002,677","4,663,789","78%"
"2008-08","40-Mile Air (Domestic)","67","6,879","335","41","12%"
"2008-08","Abaco Air, Ltd. (International)","3","703","21","14","67%"
"2008-08","ACM AIR CHARTER GmbH (International)","2","9,072","22","5","23%"
"2008-08","Aer Lingus Plc (International)","543","1,956,108","160,900","128,539","80%"
"2008-08","Aeroflot Russian Airlines (International)","116","605,040","25,288","21,016","83%"
"2008-08","Aerolineas Argentinas (International)","45","198,225","12,501","8,554","68%"
"2008-08","Aerolitoral (International)","274","152,530","18,921","1,930","10%"
"2008-08","Aeromexico (International)","380","541,094","47,081","31,063","66%"
"2008-08","Aeromexico Travel (International)","126","144,277","18,844","10,275","55%"
"2008-08","Aerosur (International)","36","115,236","5,472","3,809","70%"
"2008-08","Aerosvit Ukranian Airlines (International)","46","216,200","10,788","10,255","95%"
"2008-08","Aerovias Nacl De Colombia (International)","697","1,267,343","111,987","85,356","76%"
"2008-08","Air Canada (International)","5,548","6,303,124","559,766","442,320","79%"
"2008-08","Air China (International)","301","1,589,933","48,754","38,411","79%"
"2008-08","Air Georgian (International)","1,446","453,249","25,984","12,159","47%"
"2008-08","Air Jamaica Limited (International)","893","1,143,319","147,254","118,061","80%"
"2008-08","Air Japan Co (International)","62","236,716","13,268","10,677","80%"
"2008-08","Air New Zealand (International)","256","1,528,000","85,092","70,693","83%"
"2008-08","Air North (International)","83","27,796","3,320","339","10%"
"2008-08","Air Pacific Ltd. (International)","100","414,896","30,420","18,765","62%"
"2008-08","Air Tahiti Nui (International)","210","1,007,106","61,740","47,660","77%"
"2008-08","AirTran Airways Corporation (Domestic)","23,385","17,822,736","2,883,285","2,441,755","85%"
"2008-08","Air Transat (International)","8","9,968","1,992","1,726","87%"
"2008-08","Air Wisconsin Airlines Corp (Domestic)","13,942","5,216,873","697,100","518,040","74%"
"2008-08","Alaska Airlines Inc. (Domestic)","14,423","14,030,144","2,004,469","1,579,155","79%"
"2008-08","Alaska Airlines Inc. (Latin America)","726","904,776","107,350","93,558","87%"
"2008-08","Alia-(The) Royal Jordanian (International)","123","741,546","30,750","27,918","91%"
"2008-08","Allegiant Air (Domestic)","2,534","2,166,960","375,400","344,983","92%"
"2008-08","All Nippon Airways Co. (International)","442","2,206,706","89,958","72,686","81%"
"2008-08","American Airlines Inc. (Atlantic)","2,325","9,744,660","544,119","449,400","83%"
"2008-08","American Airlines Inc. (Domestic)","53,564","56,989,182","8,193,296","6,644,789","81%"
"2008-08","American Airlines Inc. (Latin America)","8,878","13,123,479","1,675,612","1,366,205","82%"
"2008-08","American Airlines Inc. (Pacific)","372","2,376,943","91,187","76,079","83%"
"2008-08","Ameristar Air Cargo (Domestic)","46","31,418","56","0","0%"
"2008-08","Arctic Circle Air Service (Domestic)","133","23,974","639","1","0%"
"2008-08","Asiana Airlines Inc. (International)","699","2,678,612","113,457","98,097","86%"
"2008-08","Austrian Airlines (International)","178","794,142","48,962","40,068","82%"
"2008-08","Aviacsa Airlines (International)","62","70,618","7,440","6,632","89%"
"2008-08","Bahamasair Holding Limited (International)","860","169,715","86,540","69,611","80%"
"2008-08","Bemidji Airlines (Domestic)","53","8,772","53","0","0%"
"2008-08","Bering Air Inc. (Domestic)","2,810","249,855","25,416","9,303","37%"
"2008-08","Britannia Airways Ltd. (International)","40","170,170","11,320","11,021","97%"
"2008-08","British Airways Plc (International)","2,544","10,362,343","684,043","526,057","77%"
"2008-08","British Midland Airways Ltd. (International)","88","369,474","19,184","16,170","84%"
"2008-08","Canjet Airlines (International)","30","40,140","5,670","5,318","94%"
"2008-08","Cape Air (Domestic)","13,635","947,912","136,145","83,332","61%"
"2008-08","Caribbean Airlines Limited (International)","310","611,382","53,878","46,201","86%"
"2008-08","Cathay Pacific Airways Ltd. (International)","1,042","5,187,717","189,890","137,020","72%"
"2008-08","Cayman Airways Limited (International)","271","170,622","32,736","23,501","72%"
"2008-08","Chautauqua Airlines Inc. (Domestic)","19,216","8,459,081","922,425","684,894","74%"
"2008-08","China Airlines Ltd. (International)","917","4,215,444","125,874","106,242","84%"
"2008-08","China Eastern Airlines (International)","75","512,707","24,000","17,633","73%"
"2008-08","Colgan Air (Domestic)","11,551","2,354,656","495,186","273,416","55%"
"2008-08","Comair Inc. (Domestic)","17,893","8,366,834","977,267","756,981","77%"
"2008-08","Comlux Aviation, AG (International)","5","22,677","95","69","73%"
"2008-08","Commutair Aka Champlain Enterprises, Inc. (Domestic)","3,157","673,462","116,809","72,516","62%"
"2008-08","Compagnia Aerea Italiana (International)","514","2,360,238","120,139","94,743","79%"
"2008-08","Compagnie Natl Air France (International)","1,733","7,148,799","467,094","394,296","84%"
"2008-08","Compania Mexicana De Aviaci (International)","3,412","4,918,490","452,090","336,530","74%"
"2008-08","Compania Panamena (Copa) (International)","609","952,364","77,965","58,905","76%"
"2008-08","Compass Airlines (Domestic)","3,700","2,478,986","281,200","222,372","79%"
"2008-08","Condor Flugdienst (International)","62","274,591","16,710","14,019","84%"
"2008-08","Continental Air Lines Inc. (Atlantic)","3,167","12,653,673","645,262","539,237","84%"
"2008-08","Continental Air Lines Inc. (Domestic)","27,217","33,075,321","3,903,810","3,225,889","83%"
"2008-08","Continental Air Lines Inc. (Latin America)","5,716","8,052,504","859,022","696,751","81%"
"2008-08","Delta Air Lines Inc. (Atlantic)","4,170","18,648,190","899,686","741,376","82%"
"2008-08","Delta Air Lines Inc. (Domestic)","38,291","36,219,224","6,272,156","5,312,456","85%"
"2008-08","Delta Air Lines Inc. (Latin America)","3,214","6,106,780","567,842","459,380","81%"
"2008-07","40-Mile Air (Domestic)","70","6,519","350","56","16%"
"2008-07","Abaco Air, Ltd. (International)","7","1,569","45","28","62%"
"2008-07","ACM AIR CHARTER GmbH (International)","2","5,750","16","4","25%"
"2008-07","Aer Lingus Plc (International)","535","1,922,333","159,095","131,267","83%"
"2008-07","Aerodynamics Inc. d/b/a SkyValue d/b/a SkyValue Airways","32","37,792","2,304","1,166","51%"
"2008-07","Aeroflot Russian Airlines (International)","114","595,306","24,852","21,728","87%"
"2008-07","Aerolineas Argentinas (International)","36","164,712","9,756","8,395","86%"
"2008-07","Aerolitoral (International)","327","176,849","22,808","2,549","11%"
"2008-07","Aeromexico (International)","2,171","2,874,717","275,376","220,037","80%"
"2008-07","Aeromexico Travel (International)","45","51,390","11,850","3,422","29%"
"2008-07","Aerosur (International)","36","115,236","5,472","4,314","79%"
"2008-07","Aerosvit Ukranian Airlines (International)","44","206,800","10,352","9,439","91%"
"2008-07","Aerovias Nacl De Colombia (International)","717","1,303,475","116,535","96,888","83%"
"2008-07","Air Canada (International)","5,651","6,312,872","566,158","430,572","76%"
"2008-07","Air China (International)","306","1,602,824","49,222","39,065","79%"
"2008-07","Air Georgian (International)","1,331","416,837","23,705","12,058","51%"
"2008-07","Air Jamaica Limited (International)","872","1,087,965","141,820","114,081","80%"
"2008-07","Air Japan Co (International)","62","236,716","13,272","10,457","79%"
"2008-07","Air New Zealand (International)","251","1,495,461","83,580","75,409","90%"
"2008-07","Air North (International)","90","30,518","3,600","245","7%"
"2008-07","Air Pacific Ltd. (International)","96","405,128","30,378","21,523","71%"
"2008-07","Air Tahiti Nui (International)","150","652,084","44,100","33,057","75%"
"2008-07","AirTran Airways Corporation (Domestic)","23,840","18,293,777","2,940,000","2,550,283","87%"
"2008-07","Air Transat (International)","10","12,460","2,490","2,200","88%"
"2008-07","Air Wisconsin Airlines Corp (Domestic)","14,117","5,313,144","705,850","522,271","74%"
"2008-07","Alaska Airlines Inc. (Domestic)","14,916","14,517,267","2,073,343","1,575,035","76%"
"2008-07","Alaska Airlines Inc. (Latin America)","752","932,960","110,196","95,644","87%"
"2008-07","Alia-(The) Royal Jordanian (International)","126","759,984","31,500","28,422","90%"
"2008-07","Allegiant Air (Domestic)","2,908","2,500,243","430,800","406,829","94%"
"2008-07","All Nippon Airways Co. (International)","444","2,209,828","90,392","72,617","80%"
"2008-07","American Airlines Inc. (Atlantic)","2,321","9,725,361","542,359","448,169","83%"
"2008-07","American Airlines Inc. (Domestic)","53,695","56,896,111","8,200,432","6,976,782","85%"
"2008-07","American Airlines Inc. (Latin America)","8,789","13,065,700","1,665,938","1,397,089","84%"
"2008-07","American Airlines Inc. (Pacific)","370","2,366,132","90,656","76,022","84%"
"2008-07","Ameristar Air Cargo (Domestic)","34","23,852","392","145","37%"
"2008-07","Arctic Circle Air Service (Domestic)","225","37,976","987","1","0%"
"2008-07","Asiana Airlines Inc. (International)","702","2,668,988","115,497","94,755","82%"
"2008-07","Austrian Airlines (International)","174","777,186","47,930","40,888","85%"
"2008-07","Aviacsa Airlines (International)","62","70,618","8,060","7,602","94%"
"2008-07","Bahamasair Holding Limited (International)","670","126,773","64,070","42,475","66%"
"2008-07","Bemidji Airlines (Domestic)","47","8,729","47","0","0%"
"2008-07","Bering Air Inc. (Domestic)","2,653","243,539","23,296","8,930","38%"
"2008-07","Britannia Airways Ltd. (International)","32","136,136","9,056","8,888","98%"
"2008-07","British Airways Plc (International)","2,479","10,164,422","672,559","499,811","74%"
"2008-07","British Midland Airways Ltd. (International)","90","379,648","19,620","16,228","83%"
"2008-07","Canjet Airlines (International)","24","32,112","4,536","4,054","89%"
"2008-07","Cape Air (Domestic)","13,607","947,541","135,584","81,070","60%"
"2008-07","Caribbean Airlines Limited (International)","308","608,138","47,432","44,057","93%"
"2008-07","Cathay Pacific Airways Ltd. (International)","1,035","5,208,334","189,286","144,766","76%"
"2008-07","Cayman Airways Limited (International)","251","166,407","30,216","21,392","71%"
"2008-07","Challenge Air Luftverkehrs GmbH (International)","6","25,063","72","18","25%"
"2008-07","Chautauqua Airlines Inc. (Domestic)","20,081","8,795,834","959,152","715,296","75%"
"2008-07","China Airlines Ltd. (International)","929","4,370,331","125,785","100,169","80%"
"2008-07","China Eastern Airlines (International)","79","538,647","25,280","17,932","71%"
"2008-07","China Southern Airlines (International)","28","202,944","7,952","6,717","84%"
"2008-07","Colgan Air (Domestic)","11,989","2,374,173","501,152","260,639","52%"
"2008-07","Comair Inc. (Domestic)","18,581","8,711,169","1,014,720","793,039","78%"
"2008-07","Comlux Aviation, AG (International)","2","5,506","28","10","36%"
"2008-07","Commutair Aka Champlain Enterprises, Inc. (Domestic)","3,187","685,764","117,919","65,003","55%"
"2008-07","Compagnia Aerea Italiana (International)","523","2,400,618","120,166","94,279","78%"
"2008-07","Compagnie Natl Air France (International)","1,731","7,134,410","462,599","391,174","85%"
"2008-07","Compania Mexicana De Aviaci (International)","3,377","4,867,634","446,260","347,938","78%"
"2008-07","Compania Panamena (Copa) (International)","604","945,348","79,264","58,821","74%"
"2008-07","Compass Airlines (Domestic)","3,472","2,312,502","263,872","211,759","80%"
"2008-07","Condor Flugdienst (International)","64","274,014","17,224","14,564","85%"
"2008-07","Continental Air Lines Inc. (Atlantic)","3,142","12,617,571","641,171","540,716","84%"
"2008-07","Continental Air Lines Inc. (Domestic)","27,738","33,404,037","3,985,203","3,277,506","82%"
"2008-07","Continental Air Lines Inc. (Latin America)","5,345","7,871,894","800,076","688,443","86%"
"2008-06","40-Mile Air (Domestic)","77","7,170","385","79","21%"
"2008-06","Abaco Air, Ltd. (International)","6","1,152","39","19","49%"
"2008-06","ACM AIR CHARTER GmbH (International)","3","7,438","28","8","29%"
"2008-06","Aer Lingus Plc (International)","516","1,862,572","152,888","122,601","80%"
"2008-06","Aerodynamics Inc. d/b/a SkyValue d/b/a SkyValue Airways","40","47,240","2,880","1,785","62%"
"2008-06","Aeroflot Russian Airlines (International)","110","573,830","23,980","20,645","86%"
"2008-06","Aerolineas Argentinas (International)","39","171,795","10,744","7,932","74%"
"2008-06","Aerolitoral (International)","392","206,621","24,928","3,563","14%"
"2008-06","Aeromexico (International)","1,925","2,549,827","244,016","184,206","75%"
"2008-06","Aerosur (International)","25","80,025","3,800","2,526","66%"
"2008-06","Aerosvit Ukranian Airlines (International)","42","197,400","9,900","8,780","89%"
"2008-06","Aerovias Nacl De Colombia (International)","667","1,196,628","120,027","84,251","70%"
"2008-06","Air Canada (International)","5,654","6,324,518","566,538","430,841","76%"
"2008-06","Air China (International)","302","1,601,453","137,639","41,675","30%"
"2008-06","Air Georgian (International)","1,121","358,159","20,002","11,805","59%"
"2008-06","Air Jamaica Limited (International)","778","928,714","127,982","92,948","73%"
"2008-06","Air Japan Co (International)","60","229,080","12,840","9,933","77%"
"2008-06","Air New Zealand (International)","330","1,991,878","109,781","89,866","82%"
"2008-06","Air North (International)","66","23,771","2,640","150","6%"
"2008-06","Air Pacific Ltd. (International)","96","403,164","30,068","17,715","59%"
"2008-06","Air Tahiti Nui (International)","182","867,920","53,920","39,320","73%"
"2008-06","AirTran Airways Corporation (Domestic)","23,192","17,617,440","2,864,170","2,357,019","82%"
"2008-06","Air Transat (International)","4","4,984","996","733","74%"
"2008-06","Air Wisconsin Airlines Corp (Domestic)","13,686","5,117,836","684,300","504,978","74%"
"2008-06","Alaska Airlines Inc. (Domestic)","14,135","13,675,076","1,968,270","1,497,270","76%"
"2008-06","Alaska Airlines Inc. (Latin America)","755","938,770","111,458","96,237","86%"
"2008-06","Alia-(The) Royal Jordanian (International)","119","717,774","29,750","25,713","86%"
"2008-06","Allegiant Air (Domestic)","3,052","2,667,411","452,020","421,528","93%"
"2008-06","All Nippon Airways Co. (International)","427","2,130,090","87,213","72,207","83%"
"2008-06","American Airlines Inc. (Atlantic)","2,298","9,592,022","535,051","442,435","83%"
"2008-06","American Airlines Inc. (Domestic)","51,422","54,420,087","7,856,464","6,750,469","86%"
"2008-06","American Airlines Inc. (Latin America)","8,233","12,026,057","1,554,252","1,230,232","79%"
"2008-06","American Airlines Inc. (Pacific)","360","2,302,860","88,208","78,708","89%"
"2008-06","Ameristar Air Cargo (Domestic)","36","24,476","448","181","40%"
"2008-06","Arctic Circle Air Service (Domestic)","246","39,220","1,128","4","0%"
"2008-06","Asiana Airlines Inc. (International)","668","2,565,257","106,456","87,134","82%"
"2008-06","Austrian Airlines (International)","170","757,880","46,800","36,610","78%"
"2008-06","Aviacsa Airlines (International)","60","68,340","7,200","6,185","86%"
"2008-06","Bahamasair Holding Limited (International)","670","126,773","64,070","42,475","66%"
"2008-06","Bemidji Airlines (Domestic)","44","7,933","44","0","0%"
"2008-06","Bering Air Inc. (Domestic)","2,320","212,219","20,248","8,231","41%"
"2008-06","Britannia Airways Ltd. (International)","32","136,136","9,056","8,816","97%"
"2008-06","British Airways Plc (International)","2,452","9,981,028","661,675","533,495","81%"
"2008-06","British Midland Airways Ltd. (International)","86","361,822","18,748","15,911","85%"
"2008-06","Canjet Airlines (International)","22","29,344","4,158","3,415","82%"
"2008-06","Cape Air (Domestic)","11,876","825,183","119,979","67,429","56%"
"2008-06","Caribbean Airlines Limited (International)","230","444,304","35,420","29,924","84%"
"2008-06","CAT Aviation (International)","2","7,822","28","4","14%"
"2008-06","Cathay Pacific Airways Ltd. (International)","1,039","5,185,342","184,718","143,197","78%"
"2008-06","Cayman Airways Limited (International)","259","163,813","30,916","18,454","60%"
"2008-06","Challenge Air Luftverkehrs GmbH (International)","5","5,379","58","11","19%"
"2008-06","Chautauqua Airlines Inc. (Domestic)","18,929","8,189,706","905,121","703,024","78%"
"2008-06","China Airlines Ltd. (International)","661","3,026,632","77,979","62,791","81%"
"2008-06","China Eastern Airlines (International)","75","509,075","24,000","18,891","79%"
"2008-06","China Southern Airlines (International)","32","231,936","9,088","7,065","78%"
"2008-06","Colgan Air (Domestic)","11,041","2,173,373","453,086","241,163","53%"
"2008-06","Comair Inc. (Domestic)","17,762","8,671,835","968,896","752,590","78%"
"2008-06","Comlux Aviation, AG (International)","3","12,886","47","31","66%"
"2008-06","Commutair Aka Champlain Enterprises, Inc. (Domestic)","2,952","628,002","109,224","62,845","58%"
"2008-06","Compagnia Aerea Italiana (International)","514","2,362,490","115,808","90,218","78%"
"2008-06","Compagnie Natl Air France (International)","1,569","6,547,315","427,041","356,911","84%"
"2008-06","Compania Mexicana De Aviaci (International)","3,106","4,440,187","417,740","295,799","71%"
"2008-06","Compania Panamena (Copa) (International)","579","909,366","97,122","36,622","38%"
"2008-06","Compass Airlines (Domestic)","2,994","2,020,364","227,544","182,727","80%"
"2008-06","Condor Flugdienst (International)","60","262,784","16,146","12,750","79%"
"2008-06","Continental Air Lines Inc. (Atlantic)","3,060","12,231,642","624,072","506,418","81%"
"2008-06","Continental Air Lines Inc. (Domestic)","26,399","31,608,363","3,785,325","3,160,958","84%"
"2008-06","Continental Air Lines Inc. (Latin America)","4,894","6,939,720","737,310","616,420","84%"
"2008-05","40-Mile Air (Domestic)","84","7,947","420","97","23%"
"2008-05","Abaco Air, Ltd. (International)","6","1,140","39","14","36%"
"2008-05","ACM AIR CHARTER GmbH (International)","1","1,385","8","5","63%"
"2008-05","Aer Lingus Plc (International)","532","1,919,246","158,184","111,441","70%"
"2008-05","Aerodynamics Inc. d/b/a SkyValue d/b/a SkyValue Airways","43","50,783","3,096","1,697","55%"
"2008-05","Aeroflot Russian Airlines (International)","116","605,040","25,288","20,851","82%"
"2008-05","Aerolineas Argentinas (International)","43","189,415","10,660","7,997","75%"
"2008-05","Aerolitoral (International)","490","249,603","29,002","3,438","12%"
"2008-05","Aeromexico (International)","1,569","2,186,250","199,835","131,185","66%"
"2008-05","Aerosur (International)","13","41,613","1,976","1,435","73%"
"2008-05","Aerosvit Ukranian Airlines (International)","44","206,800","10,584","9,952","94%"
"2008-05","Aerovias Nacl De Colombia (International)","595","1,045,233","98,225","65,829","67%"
"2008-05","Air Canada (International)","5,254","5,415,989","527,664","405,976","77%"
"2008-05","Air China (International)","323","1,685,073","61,229","42,772","70%"
"2008-05","Air Georgian (International)","1,197","381,424","21,260","11,567","54%"
"2008-05","Air Jamaica Limited (International)","846","1,016,999","138,230","93,992","68%"
"2008-05","Air Japan Co (International)","66","251,988","14,124","10,089","71%"
"2008-05","Air New Zealand (International)","305","1,761,666","104,604","65,078","62%"
"2008-05","Air Pacific Ltd. (International)","86","347,984","25,288","12,970","51%"
"2008-05","Air Tahiti Nui (International)","227","1,084,259","66,738","41,258","62%"
"2008-05","AirTran Airways Corporation (Domestic)","23,291","17,305,433","2,879,007","2,216,362","77%"
"2008-05","Air Transat (International)","12","14,188","3,108","926","30%"
"2008-05","Air Wisconsin Airlines Corp (Domestic)","14,426","5,286,146","745,350","512,192","69%"
"2008-05","Alaska Airlines Inc. (Domestic)","13,886","13,210,344","1,913,819","1,413,485","74%"
"2008-05","Alaska Airlines Inc. (Latin America)","896","1,136,806","134,260","114,519","85%"
"2008-05","Alia-(The) Royal Jordanian (International)","123","742,356","31,000","22,067","71%"
"2008-05","Allegiant Air (Domestic)","2,838","2,503,303","421,260","376,622","89%"
"2008-05","All Nippon Airways Co. (International)","436","2,187,128","89,958","65,889","73%"
"2008-05","American Airlines Inc. (Atlantic)","2,315","9,624,827","539,763","428,186","79%"
"2008-05","American Airlines Inc. (Domestic)","53,620","56,988,209","8,215,647","6,691,822","81%"
"2008-05","American Airlines Inc. (Latin America)","8,543","12,364,450","1,608,668","1,196,693","74%"
"2008-05","American Airlines Inc. (Pacific)","368","2,357,818","90,095","76,295","85%"
"2008-05","Ameristar Air Cargo (Domestic)","35","32,322","504","254","50%"
"2008-05","Ameristar Air Cargo (International)","7","5,978","56","0","0%"
"2008-05","Arctic Circle Air Service (Domestic)","313","47,530","1,457","4","0%"
"2008-05","Asiana Airlines Inc. (International)","676","2,562,447","103,158","75,906","74%"
"2008-05","Austrian Airlines (International)","176","784,714","48,446","38,739","80%"
"2008-05","Aviacsa Airlines (International)","62","70,618","7,440","5,661","76%"
"2008-05","Bahamasair Holding Limited (International)","655","121,146","67,400","37,915","56%"
"2008-05","Bemidji Airlines (Domestic)","52","8,971","52","0","0%"
"2008-05","Bering Air Inc. (Domestic)","2,558","217,203","22,291","8,636","39%"
"2008-05","Britannia Airways Ltd. (International)","39","165,951","11,037","9,810","89%"
"2008-05","British Airways Plc (International)","2,487","10,181,475","662,776","492,600","74%"
"2008-05","British Midland Airways Ltd. (International)","87","365,648","18,966","15,565","82%"
"2008-05","Canjet Airlines (International)","38","53,966","5,960","4,889","82%"
"2008-05","Cape Air (Domestic)","10,782","748,818","110,627","58,810","53%"
"2008-05","Caribbean Airlines Limited (International)","198","393,384","34,980","27,090","77%"
"2008-05","CAT Aviation (International)","2","4,717","28","5","18%"
"2008-05","Cathay Pacific Airways Ltd. (International)","1,097","5,440,088","192,666","142,918","74%"
"2008-05","Cayman Airways Limited (International)","265","165,740","31,596","18,550","59%"
"2008-05","Chautauqua Airlines Inc. (Domestic)","19,385","8,409,249","921,848","708,929","77%"
"2008-05","China Airlines Ltd. (International)","1,058","4,869,263","134,770","106,901","79%"
"2008-05","China Eastern Airlines (International)","98","668,218","31,360","21,068","67%"
"2008-05","China Southern Airlines (International)","69","405,678","11,928","7,164","60%"
"2008-05","Colgan Air (Domestic)","10,825","2,125,362","435,077","229,270","53%"
"2008-05","Comair Inc. (Domestic)","17,882","8,703,169","983,535","751,313","76%"
"2008-05","Commutair Aka Champlain Enterprises, Inc. (Domestic)","2,856","600,341","105,672","60,608","57%"
"2008-05","Compagnia Aerea Italiana (International)","470","2,087,040","102,702","74,778","73%"
"2008-05","Compagnie Natl Air France (International)","1,510","6,301,076","412,791","338,986","82%"
"2008-05","Compania Mexicana De Aviaci (International)","3,120","4,473,697","421,290","284,116","67%"
"2008-05","Compania Panamena (Copa) (International)","564","887,372","88,904","33,326","37%"
"2008-05","Compass Airlines (Domestic)","2,639","1,986,567","200,564","156,414","78%"
"2008-05","Condor Flugdienst (International)","42","192,917","11,300","7,986","71%"
"2008-05","Continental Air Lines Inc. (Atlantic)","3,017","12,157,783","616,779","478,377","78%"
"2008-05","Continental Air Lines Inc. (Domestic)","26,673","30,829,720","3,834,998","3,140,821","82%"
"2008-05","Continental Air Lines Inc. (Latin America)","4,296","6,796,865","649,477","517,407","80%"
"2008-04","40-Mile Air (Domestic)","59","5,674","295","18","6%"
"2008-04","Abaco Air, Ltd. (International)","12","2,600","75","43","57%"
"2008-04","ACM AIR CHARTER GmbH (International)","2","6,192","24","2","8%"
"2008-04","Aer Lingus Plc (International)","521","1,881,716","153,915","99,570","65%"
"2008-04","Aerodynamics Inc. d/b/a SkyValue d/b/a SkyValue Airways","44","51,964","3,168","1,706","54%"
"2008-04","Aeroflot Russian Airlines (International)","104","537,368","22,672","15,550","69%"
"2008-04","Aerolineas Argentinas (International)","55","180,355","19,611","8,717","44%"
"2008-04","Aerolitoral (International)","480","244,975","28,336","3,225","11%"
"2008-04","Aeromexico (International)","1,465","2,109,696","187,599","119,709","64%"
"2008-04","Aerosvit Ukranian Airlines (International)","36","169,200","8,766","6,461","74%"
"2008-04","Aerovias Nacl De Colombia (International)","552","949,751","92,132","56,997","62%"
"2008-04","Air Canada (International)","5,333","6,072,170","588,688","455,139","77%"
"2008-04","Air China (International)","334","1,707,554","48,893","41,016","84%"
"2008-04","Air Georgian (International)","1,213","380,934","21,658","11,586","53%"
"2008-04","Air Jamaica Limited (International)","842","1,066,042","145,368","97,101","67%"
"2008-04","Air Japan Co (International)","60","229,080","12,840","9,217","72%"
"2008-04","Air New Zealand (International)","288","1,720,040","105,911","69,594","66%"
"2008-04","Air North (International)","9","2,413","440","379","86%"
"2008-04","Air Pacific Ltd. (International)","78","305,804","22,188","11,116","50%"
"2008-04","Air Tahiti Nui (International)","144","630,135","42,336","31,045","73%"
"2008-04","AirTran Airways Corporation (Domestic)","22,527","16,237,098","2,788,039","2,003,856","72%"
"2008-04","Air Transat (International)","87","113,781","24,284","22,122","91%"
"2008-04","Air Wisconsin Airlines Corp (Domestic)","14,121","5,157,376","706,050","504,066","71%"
"2008-04","Alaska Airlines Inc. (Domestic)","13,271","12,285,988","1,837,652","1,316,520","72%"
"2008-04","Alaska Airlines Inc. (Latin America)","1,182","1,728,518","183,574","149,828","82%"
"2008-04","Alia-(The) Royal Jordanian (International)","114","685,734","28,500","21,111","74%"
"2008-04","Allegiant Air (Domestic)","2,783","2,499,436","411,330","355,498","86%"
"2008-04","All Nippon Airways Co. (International)","424","2,123,065","87,060","61,510","71%"
"2008-04","American Airlines Inc. (Atlantic)","2,028","8,476,711","473,994","377,735","80%"
"2008-04","American Airlines Inc. (Domestic)","48,986","52,499,615","7,559,275","6,026,481","80%"
"2008-04","American Airlines Inc. (Latin America)","8,390","12,375,200","1,593,649","1,137,389","71%"
"2008-04","American Airlines Inc. (Pacific)","349","2,233,073","85,331","67,043","79%"
